,cities,geocode
1667,Presidente Dutra/MA,2109106
1668,Presidente Juscelino/MG,3153202
1669,Rio Grande do Piauí/PI,2209005
1670,Santa Cruz da Conceição/SP,3546207
1671,Santa Helena de Goiás/GO,5219308
1672,Santo Antônio do Aracanguá/SP,3548054
1673,Santo Antônio do Pinhal/SP,3548203
1674,Seara/SC,4217501
1675,Socorro/SP,3552106
1676,São Sebastião/AL,2708808
1677,Tapejara/RS,4320909
1678,Três Cachoeiras/RS,4321667
1679,Tuiuti/SP,3554953
1680,Várzea Grande/PI,2211407
1681,Amapá/AP,1600105
1682,Arealva/SP,3503406
1683,Atalaia/AL,2700409
1684,Avelinópolis/GO,5202809
1685,Bom Jesus do Tocantins/PA,1501576
1686,Brejo/MA,2102101
1687,Buriti dos Lopes/PI,2202000
1688,Buriticupu/MA,2102325
1689,Caetanos/BA,2905156
1690,Caetanópolis/MG,3109907
1691,Camamu/BA,2905800
1692,Candeias do Jamari/RO,1100809
1693,Caririaçu/CE,2303204
1694,Carnaubeira da Penha/PE,2603926
1695,Cedro/PE,2604304
1696,Centro Novo do Maranhão/MA,2103174
1697,Ciríaco/RS,4305504
1698,Cordeiro/RJ,3301504
1699,Coronel Bicaco/RS,4305900
1700,Cristinápolis/SE,2801702
1701,Cruz Alta/RS,4306106
1702,Elesbão Veloso/PI,2203503
1703,Esperança/PB,2506004
1704,Estreito/MA,2104057
1705,Faria Lemos/MG,3125309
1706,Granito/PE,2606309
1707,Guaraí/TO,1709302
1708,Humaitá/AM,1301704
1709,Iconha/ES,3202603
1710,Igarapé-Miri/PA,1503309
1711,Iguaracy/PE,2606903
1712,Imbé de Minas/MG,3130556
1713,Irauçuba/CE,2306108
1714,Irituia/PA,1503507
1715,Itamonte/MG,3133006
1716,Itaparica/BA,2916104
1717,Itapiranga/AM,1302009
1718,Itá/SC,4208005
1719,Jaguaribara/CE,2306801
1720,Lagoa do Ouro/PE,2608602
1721,Lajedo do Tabocal/BA,2919058
1722,Lajedo/PE,2608800
1723,Marataízes/ES,3203320
1724,Marcelino Ramos/RS,4311908
1725,Martinópole/CE,2307908
1726,Maruim/SE,2804003
1727,Matriz de Camaragibe/AL,2705101
1728,Miraíma/CE,2308377
1729,Mocajuba/PA,1504604
1730,Niquelândia/GO,5214606
1731,Nova Esperança do Piriá/PA,1504950
1732,Olho d'Água das Cunhãs/MA,2107407
1733,Orobó/PE,2609709
1734,Ouricuri/PE,2609907
1735,Paranapoema/PR,4118303
1736,Ponte Serrada/SC,4213401
1737,Poço Fundo/MG,3151701
1738,Santa Bárbara do Sul/RS,4316709
1739,Santa Maria Madalena/RJ,3304607
1740,São Domingos do Capim/PA,1507201
1741,São Francisco do Piauí/PI,2209708
1742,São Joaquim do Monte/PE,2613305
1743,São José de Ubá/RJ,3305133
1744,São Romão/MG,3164209
1745,Tartarugalzinho/AP,1600709
1746,Terra Nova/PE,2615201
1747,Trindade do Sul/RS,4321956
1748,Três Palmeiras/RS,4321857
1749,Turvo/SC,4218806
1750,Ubaitaba/BA,2932200
1751,Venturosa/PE,2616001
1752,Xavantina/SC,4219606
1753,Água Preta/PE,2600401
1754,Abaiara/CE,2300101
1755,Areia Branca/SE,2800506
1756,Augustinópolis/TO,1702554
1757,Auriflama/SP,3504206
1758,Barras/PI,2201200
1759,Bom Jardim/MA,2102002
1760,Bonito/PA,1501600
1761,Campo do Tenente/PR,4104105
1762,Candiota/RS,4304358
1763,Canindé de São Francisco/SE,2801207
1764,Colinas/RS,4305587
1765,Conceição do Lago-Açu/MA,2103554
1766,Corrente/PI,2202901
1767,Céu Azul/PR,4105300
1768,Derrubadas/RS,4306320
1769,Fartura do Piauí/PI,2203750
1770,Faxinal dos Guedes/SC,4205308
1771,Frecheirinha/CE,2304509
1772,Horizontina/RS,4309605
1773,Ibirama/SC,4206900
1774,Igaraçu do Tietê/SP,3520004
1775,Ipameri/GO,5210109
1776,Ipu/CE,2305803
1777,Itajá/RN,2404853
1778,Italva/RJ,3302056
1779,Itapuã do Oeste/RO,1101104
1780,Ituverava/SP,3524105
1781,Jaqueira/PE,2607950
1782,Lagoa Seca/PB,2508307
1783,Magalhães de Almeida/MA,2106300
1784,Mari/PB,2509107
1785,Minas Novas/MG,3141801
1786,Missão Velha/CE,2308401
1787,Monsenhor Gil/PI,2206407
1788,Paraíso do Norte/PR,4118006
1789,Pedro Leopoldo/MG,3149309
1790,Pio IX/PI,2208205
1791,Poconé/MT,5106505
1792,Pradópolis/SP,3540903
1793,Primavera/PE,2611408
1794,Ribeirópolis/SE,2806008
1795,Rosário do Catete/SE,2806107
1796,Santa Fé do Sul/SP,3546603
1797,Santa Maria/RN,2409332
1798,Santaluz/BA,2928000
1799,São José do Vale do Rio Preto/RJ,3305158
1800,São João da Ponta/PA,1507466
1801,São Miguel do Tocantins/TO,1720200
1802,Tabocão/TO,1708254
1803,Urutaí/GO,5221809
1804,Uruçuí/PI,2211209
1805,Alto Alegre do Maranhão/MA,2100436
1806,Amarante do Maranhão/MA,2100600
1807,Aquidabã/SE,2800209
1808,Aracatu/BA,2902005
1809,Araquari/SC,4201307
1810,Araçagi/PB,2500809
1811,Atilio Vivacqua/ES,3200706
1812,Baixo Guandu/ES,3200805
1813,Barra de São Francisco/ES,3200904
1814,Bocaina/SP,3506805
1815,Caconde/SP,3508702
1816,Catingueira/PB,2504207
1817,Coelho Neto/MA,2103406
1818,Colina/SP,3512001
1819,Conceição da Barra/ES,3201605
1820,Conceição do Castelo/ES,3201704
1821,Cosmorama/SP,3512902
1822,Cosmópolis/SP,3512803
1823,Divino de São Lourenço/ES,3201803
1824,Dores do Rio Preto/ES,3202009
1825,Dário Meira/BA,2910008
1826,Ecoporanga/ES,3202108
1827,Feliz/RS,4308102
1828,Flores/PE,2605608
1829,Fraiburgo/SC,4205506
1830,Governador Lindenberg/ES,3202256
1831,Guará/SP,3517703
1832,Ibatiba/ES,3202454
1833,Ibitirama/ES,3202553
1834,Itaguaçu/ES,3202702
1835,Itarana/ES,3202900
1836,Iúna/ES,3203007
1837,Jaguarari/BA,2917706
1838,Jaguaré/ES,3203056
1839,Jangada/MT,5104906
1840,Japoatã/SE,2803401
1841,Jesúpolis/GO,5212055
1842,Lagoa Salgada/RN,2406601
1843,Laranja da Terra/ES,3203163
1844,Lindóia/SP,3527009
1845,Madalena/CE,2307635
1846,Manhumirim/MG,3139508
1847,Mantenópolis/ES,3203304
1848,Maracajá/SC,4210407
1849,Marilândia/ES,3203353
1850,Mata de São João/BA,2921005
1851,Mimoso do Sul/ES,3203403
1852,Montanha/ES,3203502
1853,Morro Cabeça no Tempo/PI,2206654
1854,Mucurici/ES,3203601
1855,Muniz Freire/ES,3203700
1856,Muqui/ES,3203809
1857,Nova Cruz/RN,2408300
1858,Nova Fátima/PR,4117008
1859,Novo Horizonte/SP,3533502
1860,Olinda Nova do Maranhão/MA,2107456
1861,Palestina/AL,2706208
1862,Palmeirais/PI,2207504
1863,Palmitos/SC,4212106
1864,Pancas/ES,3204005
1865,Penedo/AL,2706703
1866,Peritoró/MA,2108454
1867,Petrolândia/PE,2611002
1868,Pinheiro/MA,2108603
1869,Pinheiros/ES,3204104
1870,Piquerobi/SP,3538303
1871,Ponto Belo/ES,3204252
1872,Porto Nacional/TO,1718204
1873,Prado Ferreira/PR,4120333
1874,Queimada Nova/PI,2208650
1875,Regente Feijó/SP,3542404
1876,Ribeirão Branco/SP,3543006
1877,Ribeirão do Pinhal/PR,4121901
1878,Rio Bananal/ES,3204351
1879,Santa Bárbara/BA,2927507
1880,Santa Helena/SC,4215554
1881,Santa Maria do Cambucá/PE,2612703
1882,Santo Antônio de Posse/SP,3548005
1883,Santo Ângelo/RS,4317509
1884,Seabra/BA,2929909
1885,Senador La Rocque/MA,2111763
1886,Serra do Mel/RN,2413359
1887,São Domingos do Norte/ES,3204658
1888,São Felipe/BA,2929107
1889,São Félix do Xingu/PA,1507300
1890,São José do Belmonte/PE,2613503
1891,São José do Bonfim/PB,2514602
1892,São Mateus do Maranhão/MA,2111508
1893,São Paulo do Potengi/RN,2412609
1894,São Pedro do Piauí/PI,2210508
1895,Taió/SC,4217808
1896,Tigrinhos/SC,4217956
1897,Três Barras/SC,4218301
1898,Três Corações/MG,3169307
1899,Tunas/RS,4322152
1900,Tupi Paulista/SP,3555109
1901,Umbaúba/SE,2807600
1902,Vargem Alta/ES,3205036
1903,Vila Pavão/ES,3205150
1904,Vista Alegre do Prata/RS,4323606
1905,Wanderlândia/TO,1722081
1906,Xangri-lá/RS,4323804
1907,Zortéa/SC,4219853
1908,Água Doce do Norte/ES,3200169
1909,Águas de Chapecó/SC,4200507
1910,Águia Branca/ES,3200136
1911,Álvares Machado/SP,3501301
1912,Afogados da Ingazeira/PE,2600104
1913,Afrânio/PE,2600203
1914,Alhandra/PB,2500601
1915,Alterosa/MG,3102001
1916,Araguanã/MA,2100873
1917,Arataca/BA,2902252
1918,Aroazes/PI,2200905
1919,Axixá do Tocantins/TO,1702901
1920,Baião/PA,1501204
1921,Bandeirantes do Tocantins/TO,1703057
1922,Barra de São Miguel/AL,2700607
1923,Batalha/AL,2700706
1924,Boa Hora/PI,2201770
1925,Bom Repouso/MG,3107901
1926,Branquinha/AL,2701100
1927,Brejinho/RN,2401800
1928,Carlópolis/PR,4104709
1929,Coruripe/AL,2702306
1930,Cruz/CE,2304251
1931,Cujubim/RO,1100940
1932,Dom Eliseu/PA,1502939
1933,General Sampaio/CE,2304608
1934,Governador Newton Bello/MA,2104651
1935,Guariba/SP,3518602
1936,Humberto de Campos/MA,2105005
1937,Ibiaí/MG,3129608
1938,Ipixuna do Pará/PA,1503457
1939,Itatiaiuçu/MG,3133709
1940,Itaúna do Sul/PR,4111308
1941,Jacundá/PA,1503804
1942,Jaguari/RS,4311106
1943,Junqueiro/AL,2704005
1944,Lagoa da Canoa/AL,2704104
1945,Lima Campos/MA,2106003
1946,Lupionópolis/PR,4113809
1947,Maracanã/PA,1504307
1948,Maracás/BA,2920502
1949,Maraú/BA,2920700
1950,Meruoca/CE,2308203
1951,Moema/MG,3142403
1952,Moju/PA,1504703
1953,Mutum/MG,3144003
1954,Mâncio Lima/AC,1200336
1955,Nova Olinda/TO,1714880
1956,Palmeira das Missões/RS,4313706
1957,Paraibuna/SP,3535606
1958,Paranapanema/SP,3535804
1959,Paulo Jacinto/AL,2706604
1960,Pendências/RN,2409902
1961,Porto Franco/MA,2109007
1962,Presidente Epitácio/SP,3541307
1963,Riacho dos Cavalos/PB,2512804
1964,Rio das Pedras/SP,3544004
1965,Saldanha Marinho/RS,4316436
1966,Saltinho/SP,3545159
1967,Santa Helena/PB,2513307
1968,Santa Mariana/PR,4123907
1969,Santo Amaro/BA,2928604
1970,Sarapuí/SP,3551108
1971,Serrano do Maranhão/MA,2111789
1972,São Bernardino/SC,4215752
1973,São José de Piranhas/PB,2514503
1974,São Lourenço do Piauí/PI,2210359
1975,São Luís Gonzaga do Maranhão/MA,2111409
1976,São Martinho/SC,4217105
1977,São Sebastião do Oeste/MG,3164605
1978,Taquaritinga do Norte/PE,2615003
1979,Tutóia/MA,2112506
1980,Umbuzeiro/PB,2517001
1981,Vargem/SP,3556354
1982,Xapuri/AC,1200708
1983,Águas da Prata/SP,3500402
1984,Adolfo/SP,3500204
1985,Anhembi/SP,3502309
1986,Antonina do Norte/CE,2300804
1987,Axixá/MA,2101103
1988,Bannach/PA,1501253
1989,Bela Vista do Maranhão/MA,2101772
1990,Bequimão/MA,2101905
1991,Boa Vista do Sul/RS,4302253
1992,Bom Jesus/RN,2401701
1993,Cacoal/RO,1100049
1994,Cajobi/SP,3509304
1995,Caracaraí/RR,1400209
1996,Carira/SE,2801405
1997,Charqueada/SP,3511706
1998,Colinas do Tocantins/TO,1705508
1999,Cortês/PE,2604809
2000,Cumaru/PE,2604908
2001,Divisa Nova/MG,3122405
2002,Esperantinópolis/MA,2104008
2003,Francisco Ayres/PI,2204105
2004,Garuva/SC,4205803
2005,Governador Jorge Teixeira/RO,1101005
2006,Guajará-Mirim/RO,1100106
2007,Guaramiranga/CE,2305100
2008,Guaratinga/BA,2911808
2009,Guimarães/MA,2104909
2010,Ibiapina/CE,2305308
2011,Ibicaré/SC,4206801
2012,Ibirajuba/PE,2606705
2013,Ibitinga/SP,3519600
2014,Icaraí de Minas/MG,3130051
2015,Ijuí/RS,4310207
2016,Ivaí/PR,4111407
2017,Juatuba/MG,3136652
2018,Laranjeiras/SE,2803609
2019,Lauro Müller/SC,4209607
2020,Macambira/SE,2803708
2021,Mamanguape/PB,2508901
2022,Mato Castelhano/RS,4312138
2023,Milhã/CE,2308351
2024,Miracema/RJ,3303005
2025,Monsenhor Tabosa/CE,2308609
2026,Monte Belo do Sul/RS,4312385
2027,Mucambo/CE,2309003
2028,Muribeca/SE,2804300
2029,Nova Guataporanga/SP,3533106
2030,Novo Horizonte do Oeste/RO,1100502
2031,Novo Lino/AL,2705606
2032,Ourilândia do Norte/PA,1505437
2033,Parelhas/RN,2408904
2034,Paulino Neves/MA,2108058
2035,Peixe-Boi/PA,1505601
2036,Peixoto de Azevedo/MT,5106422
2037,Poranga/CE,2311009
2038,Portalegre/RN,2410207
2039,Prainha/PA,1506005
2040,Presidente Médici/MA,2109239
2041,Princesa Isabel/PB,2512309
2042,Rio Tinto/PB,2512903
2043,Sairé/PE,2612000
2044,Salto Grande/SP,3545407
2045,Santa Fé de Goiás/GO,5219258
2046,Santa Maria da Boa Vista/PE,2612604
2047,Santa Maria da Serra/SP,3547007
2048,Santa Rita do Sapucaí/MG,3159605
2049,Santo Amaro das Brotas/SE,2806602
2050,Serra Redonda/PB,2515807
2051,São José das Missões/RS,4318457
2052,São João do Itaperiú/SC,4216354
2053,São João/PE,2613206
2054,São Julião/PI,2210300
2055,Taquarana/AL,2709103
2056,Timburi/SP,3554607
2057,Tobias Barreto/SE,2807402
2058,Três Barras do Paraná/PR,4127858
2059,Água Azul do Norte/PA,1500347
2060,Aldeias Altas/MA,2100303
2061,Apicum-Açu/MA,2100832
2062,Araguatins/TO,1702208
2063,Assis Brasil/AC,1200054
2064,Barreiros/PE,2601409
2065,Bom Lugar/MA,2102077
2066,Boquim/SE,2800670
2067,Bueno Brandão/MG,3109105
2068,Caiçara/PB,2503605
2069,Calçoene/AP,1600204
2070,Campo Alegre/AL,2701407
2071,Casserengue/PB,2504157
2072,Catuji/MG,3115458
2073,Colônia Leopoldina/AL,2702108
2074,Conchal/SP,3512209
2075,Coroados/SP,3512506
2076,Curvelândia/MT,5103437
2077,Duque Bacelar/MA,2103901
2078,Espigão D'Oeste/RO,1100098
2079,Frei Paulo/SE,2802304
2080,Ibaté/SP,3519303
2081,Imaculada/PB,2506707
2082,Itaocara/RJ,3302106
2083,Itaí/SP,3521804
2084,Jacupiranga/SP,3524600
2085,Joaquim Gomes/AL,2703809
2086,Jussari/BA,2918555
2087,Maracaçumé/MA,2106326
2088,Monteiro/PB,2509701
2089,Nova Olinda do Maranhão/MA,2107357
2090,Palotina/PR,4117909
2091,Pedrinhas Paulista/SP,3537156
2092,Pilar/PB,2511509
2093,Pilões/RN,2410009
2094,Pilõezinhos/PB,2511707
2095,Pitimbu/PB,2511905
2096,Planura/MG,3151602
2097,Porteirinha/MG,3152204
2098,Poxoréu/MT,5107008
2099,Primavera de Rondônia/RO,1101476
2100,Riacho da Cruz/RN,2410702
2101,Riachuelo/RN,2410900
2102,Roca Sales/RS,4315800
2103,Santa Luzia/MA,2110005
2104,Santana do Ipanema/AL,2708006
2105,Santarém Novo/PA,1506906
2106,Satubinha/MA,2111722
2107,Senador José Bento/MG,3165800
2108,São José de Espinharas/PB,2514404
2109,São João do Piauí/PI,2210003
2110,São Vicente Ferrer/MA,2111706
2111,Taboleiro Grande/RN,2413805
2112,Tarumã/SP,3553955
2113,Tietê/SP,3554508
2114,Ubajara/CE,2313609
2115,Vale do Anari/RO,1101757
2116,Valença do Piauí/PI,2211308
2117,Vargem Grande do Sul/SP,3556404
2118,Várzea Nova/BA,2933158
2119,Aguiarnópolis/TO,1700301
2120,Alta Floresta D'Oeste/RO,1100015
2121,Alto Bela Vista/SC,4200754
2122,Alvorada do Sul/PR,4100806
2123,Amarante/PI,2200509
2124,Ananás/TO,1701002
2125,Arauá/SE,2800407
2126,Barros Cassal/RS,4302006
2127,Belterra/PA,1501451
2128,Benedito Novo/SC,4202206
2129,Brejo da Madre de Deus/PE,2602605
2130,Breu Branco/PA,1501782
2131,Buritirana/MA,2102358
2132,Cabixi/RO,1100031
2133,Cachoeira do Piriá/PA,1501956
2134,Campo Novo de Rondônia/RO,1100700
2135,Campo do Brito/SE,2801009
2136,Canudos do Vale/RS,4304614
2137,Carmo/RJ,3301207
2138,Cocal dos Alves/PI,2202729
2139,Colônia do Piauí/PI,2202778
2140,Coqueiro Seco/AL,2702207
2141,Coroatá/MA,2103604
2142,Divina Pastora/SE,2802007
2143,Eldorado do Carajás/PA,1502954
2144,Feijó/AC,1200302
2145,Ferreira Gomes/AP,1600238
2146,Governador Mangabeira/BA,2911600
2147,Ibirapitanga/BA,2912707
2148,Igarapé do Meio/MA,2105153
2149,Igarapé/MG,3130101
2150,Jaramataia/AL,2703700
2151,Jequiá da Praia/AL,2703759
2152,Joaquim Nabuco/PE,2608206
2153,Júlio Borges/PI,2205524
2154,Loanda/PR,4113502
2155,Maxaranguape/RN,2407500
2156,Monsenhor Hipólito/PI,2206506
2157,Nordestina/BA,2922656
2158,Nova Erechim/SC,4211405
2159,Osvaldo Cruz/SP,3534609
2160,Ouro Branco/MG,3145901
2161,Pau Brasil/BA,2923902
2162,Penalva/MA,2108306
2163,Piancó/PB,2511301
2164,Pindaré-Mirim/MA,2108504
2165,Pirapemas/MA,2108801
2166,Piratuba/SC,4213104
2167,Rafael Jambeiro/BA,2925956
2168,Raposos/MG,3153905
2169,Rio Fortuna/SC,4214904
2170,Rio Maria/PA,1506161
2171,Santa Luzia do Itanhy/SE,2806305
2172,Santa Luzia do Pará/PA,1506559
2173,Santo Antônio de Jesus/BA,2928703
2174,Saubara/BA,2929750
2175,Serra da Raiz/PB,2515609
2176,São Bento/MA,2110500
2177,São Francisco do Maranhão/MA,2110906
2178,São Gonçalo do Piauí/PI,2209807
2179,São Gonçalo dos Campos/BA,2929305
2180,São João da Baliza/RR,1400506
2181,São Miguel da Baixa Grande/PI,2210383
2182,São Pedro do Turvo/SP,3550506
2183,São Tomé/RN,2412906
2184,Sítio Novo/MA,2111805
2185,Tarauacá/AC,1200609
2186,Teotônio Vilela/AL,2709152
2187,Uruará/PA,1508159
2188,Águas Belas/PE,2600500
2189,Alto Jequitibá/MG,3153509
2190,Anapurus/MA,2100808
2191,Araripina/PE,2601102
2192,Aurora/CE,2301703
2193,Bertolínia/PI,2201705
2194,Brumadinho/MG,3109006
2195,Buenos Aires/PE,2602704
2196,Buriti/MA,2102200
2197,Buíque/PE,2602803
2198,Cajari/MA,2102507
2199,Caratinga/MG,3113404
2200,Caxambu do Sul/SC,4204103
2201,Cedro de São João/SE,2801603
2202,Doutor Maurício Cardoso/RS,4306734
2203,Francisco Santos/PI,2204204
2204,Fronteira/MG,3127008
2205,Grajaú/MA,2104800
2206,Itacarambi/MG,3132107
2207,Itinga do Maranhão/MA,2105427
2208,Jateí/MS,5005103
2209,Jussiape/BA,2918605
2210,Lima Duarte/MG,3138609
2211,Malhada dos Bois/SE,2803807
2212,Malhador/SE,2803906
2213,Miracema do Tocantins/TO,1713205
2214,Miranorte/TO,1713304
2215,Mirante da Serra/RO,1101302
2216,Moraújo/CE,2308807
2217,Mulungu/PB,2509800
2218,Nazaré/BA,2922508
2219,Paial/SC,4211876
2220,Pedra Grande/RN,2409506
2221,Pilão Arcado/BA,2924405
2222,Planalto Alegre/SC,4213153
2223,Porto do Mangue/RN,2410256
2224,Porto/PI,2208502
2225,Poço das Antas/RS,4314753
2226,Regeneração/PI,2208809
2227,Retirolândia/BA,2926103
2228,Salgado/SE,2806206
2229,Santa Helena/MA,2109809
2230,Senador José Porfírio/PA,1507805
2231,Vila Nova do Piauí/PI,2211605
2232,Água Doce/SC,4200408
2233,Aimorés/MG,3101102
2234,Aiuaba/CE,2300408
2235,Alagoinha/PB,2500502
2236,Alto Alegre dos Parecis/RO,1100379
2237,Ampére/PR,4101002
2238,Aratuba/CE,2301406
2239,Assaré/CE,2301604
2240,Barra do Corda/MA,2101608
2241,Batalha/PI,2201507
2242,Beneditinos/PI,2201606
2243,Carutapera/MA,2102903
2244,Cedro/CE,2303808
2245,Chaval/CE,2303907
2246,Cocal/PI,2202703
2247,Cândido Mendes/MA,2102606
2248,Felipe Guerra/RN,2403707
2249,Floresta/PE,2605707
2250,Fortaleza dos Nogueiras/MA,2104107
2251,Grossos/RN,2404408
2252,Grão Pará/SC,4206108
2253,Iperó/SP,3521002
2254,João Lisboa/MA,2105500
2255,Jussara/GO,5212204
2256,Lizarda/TO,1712405
2257,Machadinho D'Oeste/RO,1100130
2258,Marcos Parente/PI,2206001
2259,Marilândia do Sul/PR,4114906
2260,Mataraca/PB,2509305
2261,Messias/AL,2705200
2262,Morrinhos/CE,2308906
2263,Nova Araçá/RS,4312807
2264,Nova Floresta/PB,2510105
2265,Nova Granada/SP,3533007
2266,Nova Russas/CE,2309300
2267,Parambu/CE,2310308
2268,Passo de Torres/SC,4212254
2269,Pau D'Arco/PA,1505551
2270,Pinhalzinho/SC,4212908
2271,Pinhão/SE,2805208
2272,Pirpirituba/PB,2511806
2273,Porto União/SC,4213609
2274,Remanso/BA,2926004
2275,Santa Luzia do Paruá/MA,2110039
2276,Santa Quitéria do Maranhão/MA,2110104
2277,Sena Madureira/AC,1200500
2278,São Luiz Gonzaga/RS,4318903
2279,São Marcos/RS,4319000
2280,São Miguel do Oeste/SC,4217204
2281,Tamboril/CE,2313203
2282,Tejuçuoca/CE,2313351
2283,Terra de Areia/RS,4321436
2284,Uiraúna/PB,2516904
2285,Varjota/CE,2313955
2286,Westfália/RS,4323770
2287,Abreulândia/TO,1700251
2288,Afonso Bezerra/RN,2400307
2289,Alpestre/RS,4300505
2290,Amajari/RR,1400027
2291,Amapá do Maranhão/MA,2100550
2292,Barrolândia/TO,1703107
2293,Bertioga/SP,3506359
2294,Bombinhas/SC,4202453
2295,Brasilândia/MS,5002308
2296,Campo Alegre/SC,4203303
2297,Campo Erê/SC,4203501
2298,Campos Belos/GO,5204904
2299,Capim/PB,2504033
2300,Capinópolis/MG,3112604
2301,Caçapava do Sul/RS,4302808
2302,Comercinho/MG,3117009
2303,Cunha Porã/SC,4204707
2304,Cutias/AP,1600212
2305,Cândido Mota/SP,3510005
2306,Engenheiro Paulo de Frontin/RJ,3301801
2307,Fazenda Vilanova/RS,4308078
2308,Filadélfia/TO,1707702
2309,Fátima/TO,1707553
2310,General Câmara/RS,4308805
2311,Goianinha/RN,2404200
2312,Guaraçaí/SP,3517802
2313,Guatambú/SC,4206652
2314,Guia Lopes da Laguna/MS,5004106
2315,Ibirarema/SP,3519501
2316,Inácio Martins/PR,4110201
2317,Ipira/SC,4207601
2318,Iracema/RR,1400282
2319,Itumirim/MG,3134301
2320,Jequitinhonha/MG,3135803
2321,Joselândia/MA,2105609
2322,Lago dos Rodrigues/MA,2105948
2323,Lajes/RN,2406700
2324,Luís Domingues/MA,2106201
2325,Madre de Deus/BA,2919926
2326,Magalhães Barata/PA,1504109
2327,Mamonas/MG,3139250
2328,Matinhas/PB,2509339
2329,Medicilândia/PA,1504455
2330,Montes Altos/MA,2107001
2331,Mormaço/RS,4312427
2332,Nipoã/SP,3532702
2333,Normandia/RR,1400407
2334,Nossa Senhora de Lourdes/SE,2804706
2335,Novo Acordo/TO,1715101
2336,Palmeiras do Tocantins/TO,1713809
2337,Paraú/RN,2408706
2338,Pedra Dourada/MG,3149002
2339,Pedro Velho/RN,2409803
2340,Peri Mirim/MA,2108405
2341,Pilões/PB,2511608
2342,Pinto Bandeira/RS,4314548
2343,Poté/MG,3152402
2344,Pouso Novo/RS,4315131
2345,Pracuúba/AP,1600550
2346,Presidente Sarney/MA,2109270
2347,Remígio/PB,2512705
2348,Riachão do Dantas/SE,2805802
2349,Rodeio/SC,4215109
2350,Rosário Oeste/MT,5107701
2351,Santa Cruz das Palmeiras/SP,3546306
2352,Santa Margarida/MG,3157906
2353,Santa Tereza/RS,4317251
2354,Santo Inácio/PR,4124509
2355,Sertão/RS,4320503
2356,Sete Barras/SP,3551801
2357,Sorriso/MT,5107925
2358,Sud Mennucci/SP,3552304
2359,São Domingos do Araguaia/PA,1507151
2360,São Pedro da Cipa/MT,5107404
2361,São Sebastião de Lagoa de Roça/PB,2515104
2362,São Sebastião do Passé/BA,2929503
2363,São Vicente de Minas/MG,3165305
2364,Sério/RS,4320453
2365,Trombudo Central/SC,4218608
2366,Três Forquilhas/RS,4321832
2367,Três Passos/RS,4321907
2368,Uchoa/SP,3555604
2369,Ulianópolis/PA,1508126
2370,Vila Lângaro/RS,4323358
2371,Aliança do Tocantins/TO,1700350
2372,Alvorada D'Oeste/RO,1100346
2373,Antônio Prado/RS,4300802
2374,Bernardino de Campos/SP,3506300
2375,Bom Jesus das Selvas/MA,2102036
2376,Bom Princípio/RS,4302352
2377,Brejo Alegre/SP,3507753
2378,Campo Grande/AL,2701506
2379,Canoinhas/SC,4203808
2380,Carmópolis de Minas/MG,3114501
2381,Cerqueira César/SP,3511409
2382,Condado/PB,2504504
2383,Cunha/SP,3513603
2384,Darcinópolis/TO,1706506
2385,Divino/MG,3122009
2386,Dois Córregos/SP,3514106
2387,Dumont/SP,3514601
2388,Formoso do Araguaia/TO,1708205
2389,Guapiaçu/SP,3517505
2390,Iacanga/SP,3519105
2391,Irapuru/SP,3521606
2392,Itapura/SP,3523008
2393,Itapuí/SP,3522901
2394,Itobi/SP,3523800
2395,Jacobina/BA,2917508
2396,Jambeiro/SP,3524907
2397,Jitaúna/BA,2918308
2398,Juazeirinho/PB,2507705
2399,Marapoama/SP,3528858
2400,Marialva/PR,4114807
2401,Massaranduba/PB,2509206
2402,Moita Bonita/SE,2804102
2403,Monte Negro/RO,1101401
2404,Neves Paulista/SP,3532504
2405,Nova Brasilândia D'Oeste/RO,1100148
2406,Nova Rosalândia/TO,1715002
2407,Patrocínio Paulista/SP,3536307
2408,Pedro do Rosário/MA,2108256
2409,Pereira Barreto/SP,3537404
2410,Pio XII/MA,2108702
2411,Pirapozinho/SP,3539202
2412,Ponte Nova/MG,3152105
2413,Porto Rico do Maranhão/MA,2109056
2414,Poço Redondo/SE,2805406
2415,Reginópolis/SP,3542503
2416,Santa Luz/PI,2209302
2417,Santa Luzia/PB,2513406
2418,Santana de Cataguases/MG,3158409
2419,Santo Anastácio/SP,3547700
2420,Sarutaiá/SP,3551207
2421,Senador Elói de Souza/RN,2413102
2422,São José da Laje/AL,2708303
2423,São João do Paraíso/MG,3162708
2424,São Pedro da Água Branca/MA,2111532
2425,Tabatinga/SP,3552700
2426,Tapiratiba/SP,3553609
2427,Torre de Pedra/SP,3554656
2428,Torrinha/SP,3554706
2429,Treze Tílias/SC,4218509
2430,Tucano/BA,2931905
2431,Turiaçu/MA,2112407
2432,Upanema/RN,2414605
2433,Uraí/PR,4128401
2434,Uru/SP,3555901
2435,Wenceslau Braz/MG,3172202
2436,Xanxerê/SC,4219507
2437,Abel Figueiredo/PA,1500131
2438,Alexânia/GO,5200308
2439,Alpinópolis/MG,3101904
2440,Alto Rio Doce/MG,3102100
2441,Alvorada/TO,1700707
2442,Américo de Campos/SP,3501806
2443,Anicuns/GO,5201306
2444,Arame/MA,2100956
2445,Baixa Grande do Ribeiro/PI,2201150
2446,Bananal/SP,3504909
2447,Barro/CE,2302008
2448,Baía da Traição/PB,2501401
